company_name,location,state,founding_year,data_source,website,description,funding,industry,tags
Kaili Beauty Nail Salon,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Kailie Barnes,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Kenia Beauty Nails,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
"Kino Ai, Inc.",San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
"Kitchen Cabinet Public Affairs Group, Inc.",San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Kmosaic,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Laila Fernanda Vivas Maline Sarmadi,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
"Laketech Solutions, Inc.",San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Lauren Elisa Face Painting,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
"Law Office Of Christy Lai, P.C.",San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Le Nain,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Leafair Construction Inc,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Leico Tire & Auto Repair,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Leksi Paints,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Leshchinskaia Music,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Ligier Entertainment Inc.,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
"Linkup Mobile, Inc.",San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
"Liquidmetal Ai, Inc.",San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Live Guard Tech LLC,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
"Loqi Applications, LLC",San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Lucidic Ai,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Luckyxhair,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Luke Moody Ai,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
"Luminator Technology Group Global, LLC",San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Lunarlanding.Ai,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
"Macano Tech, LLC",San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Made Simple Heating And Air Inc.,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Mai Bodywork,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Maigane Music,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Maison Assist,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Maison Au Pont Owners Association,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Maison De Vertu,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Maison Eureka,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
"Maiten Consulting, LLC",San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Mantech (Usa) Inc.,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Marina Auto Detail,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Mb Painting Company,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Mbh Residential Cleaning And Maintenance Services,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Memos Painters LLC,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Metaintels LLC,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Metro Mobile Communications,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Miguel Painting,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Mindfulfairy Foundation,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Mobetta Entertainment,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
"Mosaic Ai Labs, Inc.",San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Mosaic Global Transportation,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Mosaic Public Partners LLC,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Mountain Microgrids,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Mova.Ai,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Nail Dar,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Nail It SF,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Nailart Fairytale,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Nails 2001,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
New Image Hairstyling,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Nicolas Protopappas,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
"Nonna App, LLC",San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Norcal Maid Cleaning Services,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Novas Airbnb,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Omnithink.Ai Inc.,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Onedigital,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Organization Technology,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Oscar Areas Mobile Auto Repair,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
"Oui, Si, Hai LLC",San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Paige Mclaughlin,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Par Apparel LLC,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
"Paratus Ai, Inc",San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Patronus Ai,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Pauls Mobile Detailing Inc,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Peachy Nails,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Peerless Digital Services,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
"Perfect Pairing Trading, LLC.",San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Perfect Star Heating & Air Conditioning,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Phone & Computer Repair 23rd,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Phone Repair,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Precision Strength Training,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Premier Hair Solutions,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Prestige Custom Painting Inc,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Pretty Art Nail & Beauty Spa,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
"Primal Paint, Inc.",San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
"Propel Platform, Inc.",San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Pulidos Painting,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Puzz.Ai,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
"Quantum Energy Services & Technologies, Inc.",San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Queue Happy Inspirations,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Quevedo Painting,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Quick Fix Garage Door Repair Inc,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Rainbow Beauty Spa,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Rainbow Market And Deli,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Rc Maintenance Holdings Inc,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Rebecca Wraxall Hair,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Rebelretailers,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Removaldefense.Ai,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Revic Ai Inc,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Richmond District Jewelry Repair,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Ridea Painting,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
"Riley Ai, Inc.",San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
"Riveter Ai, Inc.",San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Rockstar Iphone Ipad Samsung Mac Laptop & Electronics Repair,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Rotor Digital Services,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Roundabout Technologies,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Rous Maintenance Services LLC,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Running With Abigail LLC,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Rush Air Mechanical,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Said & Done Projects,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Sandpail Productions,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Sandy Ai,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Sandy Health Ai,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
"Scrubz Apparel Supplies 2024 Unlimited, LLC",San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
"Securus Technologies, LLC",San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Service King Air,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Sf House Of Nails,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Sf House Of Nails Pierce Inc,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Shannon Cairns,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Silver Apple LLC,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Silver Cloud,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Sinclair Domestic Services,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Slightly Straight Stud Construction,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Smarketing Technologies Corporation,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Smart & Beyond Painting Inc,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
"So Does Nails, Inc",San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Solar Tech Collective LLC,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Solis Ai And Data Transformation Services,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Somo Ai Inc,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Sophia Nail Spa,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Soulful Web Design Studio,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Sparkl Sustainable Solutions Dba Sparkl Reusables,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Steps Towards Faith,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Stoic Tech,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Straightedge Handyman Service And Solutions,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Sun & Shield Tech Services,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Sunset Painting,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Susie Thai Massage,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
T & H Painting Company,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Tacos El Shaddai,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Tailwinds,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Tailwinds Advisory,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Taishan Cuisine,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Taishan Cuisine Second,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Taishan Cuisine The 5th One,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Taishan Food Gift Shop,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Taishan Restaurant,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Taishan Specialty,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Taldea Services And Maintenance,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Teixeira Training,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
"Terrace Biotech, LLC",San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Tetelestai Painting Corporation,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
The Ai Receptionist Agency,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
The Creation Painting Inc.,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
The Daisy Foundation,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
"The Main Post, Inc",San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Three Soles Inc. Dba Trainor Builders,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Tie Dye By Gail,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Toc Painting,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Tom Praisan,San Francisco,CA,2025,bay_area_startups_master.csv,,,,,
Toorialai Naeem,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Top Hair Care LLC,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
Trachawk Painting Co,San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
"Tri Valley Hvac LLC, Dba Aireserv Of Pleasanton",San Francisco,CA,2024,bay_area_startups_master.csv,,,,,
