Company,Total_Employees,Industry,Website,Funding_Date,Funding_Type,Extraction_Time,Page
Sidepit,3,financial services,http://www.sidepit.com,10-Oct-24,Pre-Seed,2025-04-14 03:26:06,14
Astrix Health,0,hospital & health care,http://www.astrix.health,10-Oct-24,Pre-Seed,2025-04-14 03:26:06,14
CEQAbase,2,0,http://www.ceqabase.com,9-Oct-24,Pre-Seed,2025-04-14 03:26:06,14
SimX,66,hospital & health care,http://www.simxvr.com,9-Oct-24,Grant,2025-04-14 03:26:06,14
Bigeye,56,information technology & services,http://www.bigeye.com,9-Oct-24,Venture - Series Unknown,2025-04-14 03:26:06,14
Drawer AI,24,information technology & services,http://www.drawer.ai,9-Oct-24,Seed,2025-04-14 03:26:06,14
Vultron,17,information technology & services,http://www.vultron.ai,9-Oct-24,Seed,2025-04-14 03:26:06,14
AppShip,2,0,http://www.app-ship.com,9-Oct-24,Pre-Seed,2025-04-14 03:26:06,14
EvenUp,390,0,http://www.evenuplaw.com,8-Oct-24,Series D,2025-04-14 03:26:06,14
Tele911,19,public safety,http://www.tele911.com,8-Oct-24,Seed,2025-04-14 03:26:06,14
Kiva AI,9,information technology & services,http://www.kivaai.com,8-Oct-24,Seed,2025-04-14 03:26:06,14
Selonterra,3,research,http://www.selonterra.com,8-Oct-24,Grant,2025-04-14 03:26:06,14
Unify,25,information technology & services,http://www.unifygtm.com,8-Oct-24,Series A,2025-04-14 03:26:06,14
Third Dimension AI,0,information technology & services,http://www.thirddimension.ai,8-Oct-24,Seed,2025-04-14 03:26:06,14
Distributional,17,information technology & services,http://www.distributional.com,8-Oct-24,Series A,2025-04-14 03:26:06,14
Truthset,14,information services,http://www.truthset.io,8-Oct-24,Series A,2025-04-14 03:26:06,14
Stream,31,insurance,http://www.stream.claims,8-Oct-24,Seed,2025-04-14 03:26:06,14
InterVene,15,medical devices,http://www.intervene-med.com,7-Oct-24,Series A,2025-04-14 03:26:06,14
Treya Partners,20,management consulting,http://www.treyapartners.com,7-Oct-24,Private Equity,2025-04-14 03:26:06,14
VESSL AI,33,information technology & services,http://www.vessl.ai,7-Oct-24,Series A,2025-04-14 03:26:06,14
IOMETE,22,information technology & services,http://www.iomete.com,7-Oct-24,Seed,2025-04-14 03:26:14,15
Kavia AI,3,0,http://www.kavia.ai,3-Oct-24,Pre-Seed,2025-04-14 03:26:14,15
OpenAI,3800,research,http://www.openai.com,3-Oct-24,Debt Financing,2025-04-14 03:26:14,15
Paren,7,information technology & services,http://www.paren.app,3-Oct-24,Seed,2025-04-14 03:26:14,15
Integrated Biosciences,6,research,http://www.integratedbiosciences.com,3-Oct-24,Seed,2025-04-14 03:26:14,15
Booksy,630,information technology & services,http://www.booksy.com,3-Oct-24,Venture - Series Unknown,2025-04-14 03:26:14,15
Voyage AI,9,0,http://www.voyageai.com,3-Oct-24,Series A,2025-04-14 03:26:14,15
Valdera,29,information technology & services,http://www.valdera.com,3-Oct-24,Series A,2025-04-14 03:26:14,15
Visolis,18,chemicals,http://www.visolisbio.com,3-Oct-24,Grant,2025-04-14 03:26:14,15
GuRu,20,electrical/electronic manufacturing,http://www.guru.inc,2-Oct-24,Grant,2025-04-14 03:26:15,15
Permanent,23,farming,http://www.permanent.ag,2-Oct-24,Seed,2025-04-14 03:26:15,15
Poolside,75,information technology & services,http://www.poolside.ai,2-Oct-24,Series B,2025-04-14 03:26:15,15
Pallet,80,computer software,http://www.trypallet.com,2-Oct-24,Series A,2025-04-14 03:26:15,15
Billables AI,5,information technology & services,http://www.billables.ai,2-Oct-24,Seed,2025-04-14 03:26:15,15
Reducto,4,information technology & services,http://www.reducto.ai,2-Oct-24,Seed,2025-04-14 03:26:15,15
Arda Therapeutics,10,research,http://www.ardatx.com,1-Oct-24,Venture - Series Unknown,2025-04-14 03:26:15,15
Aspect Build,11,information technology & services,http://www.aspect.build,1-Oct-24,Seed,2025-04-14 03:26:15,15
Synedgen,18,research,http://www.synedgen.com,1-Oct-24,Debt Financing,2025-04-14 03:26:15,15
DataPelago,61,information technology & services,http://www.datapelago.io,1-Oct-24,Venture - Series Unknown,2025-04-14 03:26:15,15
Neeve,0,information technology & services,http://www.neeve.ai,30-Sep-24,Series A,2025-04-14 03:26:15,15
Artisan AI,280,information technology & services,http://www.artisan.co,30-Sep-24,Seed,2025-04-14 03:26:22,16
Gladly,230,information technology & services,http://www.gladly.com,26-Sep-24,Venture - Series Unknown,2025-04-14 03:26:22,16
PlayWorks,680,nonprofit organization management,http://www.playworks.org,26-Sep-24,Grant,2025-04-14 03:26:22,16
Bemi,3,0,http://www.bemi.io,26-Sep-24,Pre-Seed,2025-04-14 03:26:22,16
Superb AI,57,information technology & services,http://www.superb-ai.com,26-Sep-24,Series C,2025-04-14 03:26:22,16
SKY Leasing,42,airlines/aviation,http://www.skyleasing.com,26-Sep-24,Debt Financing,2025-04-14 03:26:22,16
AssetHub,1,computer games,http://www.assethub.io,25-Sep-24,Pre-Seed,2025-04-14 03:26:22,16
Feno,6,0,http://www.feno.co,25-Sep-24,Seed,2025-04-14 03:26:23,16
Supabase,110,information technology & services,http://www.supabase.com,25-Sep-24,Series C,2025-04-14 03:26:23,16
Whatfix,1200,information technology & services,http://www.whatfix.com,25-Sep-24,Series E,2025-04-14 03:26:23,16
SnippetSentry,17,information technology & services,http://www.snippetsentry.com,25-Sep-24,Venture - Series Unknown,2025-04-14 03:26:23,16
FluidLogic,43,"health, wellness & fitness",http://www.fluidlogic.com,24-Sep-24,Series A,2025-04-14 03:26:23,16
Distyl AI,27,information technology & services,http://www.distyl.ai,24-Sep-24,Series A,2025-04-14 03:26:23,16
Icon Savings Plan,31,financial services,http://www.iconsavingsplan.com,24-Sep-24,Seed,2025-04-14 03:26:23,16
UJET,290,information technology & services,http://www.ujet.cx,24-Sep-24,Series D,2025-04-14 03:26:23,16
Anadro,2,renewables & environment,http://www.anadro.com,24-Sep-24,Seed,2025-04-14 03:26:23,16
Atlys,190,information technology & services,http://www.atlys.com,24-Sep-24,Series B,2025-04-14 03:26:23,16
Datapad,4,information technology & services,http://www.datapad.io,24-Sep-24,Seed,2025-04-14 03:26:23,16
Altimate AI,14,information technology & services,http://www.altimate.ai,23-Sep-24,Seed,2025-04-14 03:26:23,16
Harmonic,5,information technology & services,http://www.harmonic.fun,23-Sep-24,Series A,2025-04-14 03:26:23,16
Genome Medical,140,medical practice,http://www.genomemedical.com,23-Sep-24,Venture - Series Unknown,2025-04-14 03:26:30,17
Hippocratic AI,77,hospital & health care,http://www.hippocraticai.com,19-Sep-24,Venture - Series Unknown,2025-04-14 03:26:30,17
Akia,48,information technology & services,http://www.akia.com,19-Sep-24,Venture - Series Unknown,2025-04-14 03:26:30,17
Ferrum Health,34,hospital & health care,http://www.ferrumhealth.com,19-Sep-24,Series A,2025-04-14 03:26:30,17
Twelve,370,0,http://www.twelve.co,19-Sep-24,Undisclosed,2025-04-14 03:26:30,17
Aclima,49,information technology & services,http://www.aclima.io,19-Sep-24,Debt Financing,2025-04-14 03:26:30,17
AtoB,140,financial services,http://www.atob.com,19-Sep-24,Series C,2025-04-14 03:26:30,17
Picus Security,240,computer & network security,http://www.picussecurity.com,19-Sep-24,Venture - Series Unknown,2025-04-14 03:26:30,17
Oro Labs,130,information technology & services,http://www.orolabs.ai,18-Sep-24,Venture - Series Unknown,2025-04-14 03:26:30,17
Fal,25,0,http://www.fal.ai,18-Sep-24,Series A,2025-04-14 03:26:30,17
Mercor,86,information technology & services,http://www.mercor.com,18-Sep-24,Series A,2025-04-14 03:26:30,17
Harvest Thermal,35,oil & energy,http://www.harvest-thermal.com,18-Sep-24,Grant,2025-04-14 03:26:30,17
CodePath,680,higher education,http://www.codepath.org,18-Sep-24,Grant,2025-04-14 03:26:30,17
Hgen,6,semiconductors,http://www.hgen.com,17-Sep-24,Seed,2025-04-14 03:26:30,17
Orb,52,information technology & services,http://www.withorb.com,17-Sep-24,Series B,2025-04-14 03:26:30,17
Mindtrip,23,0,http://www.mindtrip.ai,17-Sep-24,Seed,2025-04-14 03:26:30,17
Futuro Health,290,government administration,http://www.futurohealth.org,17-Sep-24,Grant,2025-04-14 03:26:30,17
Prof Jim,45,e-learning,http://www.profjim.com,17-Sep-24,Seed,2025-04-14 03:26:30,17
TeamBridge,41,information technology & services,http://www.teambridge.com,16-Sep-24,Series B,2025-04-14 03:26:30,17
World Labs,8,research,http://www.worldlabs.ai,13-Sep-24,Venture - Series Unknown,2025-04-14 03:26:30,17
Operant,28,information technology & services,http://www.operant.ai,12-Sep-24,Series A,2025-04-14 03:26:39,18
Bounti.ai,46,information technology & services,http://www.bounti.ai,12-Sep-24,Seed,2025-04-14 03:26:39,18
Connectly.ai,54,0,http://www.connectly.ai,11-Sep-24,Series B,2025-04-14 03:26:39,18
Nostra AI,52,information technology & services,http://www.nostra.ai,11-Sep-24,Venture - Series Unknown,2025-04-14 03:26:39,18
Candid Health,80,hospital & health care,http://www.joincandidhealth.com,11-Sep-24,Series B,2025-04-14 03:26:39,18
Polly,160,financial services,http://www.polly.io,10-Sep-24,Venture - Series Unknown,2025-04-14 03:26:39,18
Glean,590,information technology & services,http://www.glean.com,10-Sep-24,Series E,2025-04-14 03:26:39,18
Reshape Automation,10,mechanical or industrial engineering,http://www.reshapeautomation.com,10-Sep-24,Seed,2025-04-14 03:26:39,18
Infinium,62,0,http://www.infiniumco.com,10-Sep-24,Private Equity,2025-04-14 03:26:39,18
Blended Technologies,7,information technology & services,http://www.blendedtech.com,10-Sep-24,Seed,2025-04-14 03:26:39,18
AttoTude,1,0,http://www.attotude.com,10-Sep-24,Series A,2025-04-14 03:26:39,18
Neurona Therapeutics,72,research,http://www.neuronatherapeutics.com,10-Sep-24,Grant,2025-04-14 03:26:39,18
P0 Security,12,information technology & services,http://www.p0.dev,10-Sep-24,Series A,2025-04-14 03:26:39,18
PIN AI,8,information technology & services,http://www.pinai.io,9-Sep-24,Pre-Seed,2025-04-14 03:26:39,18
Race,150,telecommunications,http://www.race.com,9-Sep-24,Private Equity,2025-04-14 03:26:39,18
OrsoBio,17,research,http://www.orsobio.com,6-Sep-24,Series B,2025-04-14 03:26:39,18
DubClub,36,0,http://www.dubclub.win,5-Sep-24,Series A,2025-04-14 03:26:39,18
Thatch,48,information technology & services,http://www.thatch.ai,5-Sep-24,Series A,2025-04-14 03:26:39,18
Drip Capital,330,financial services,http://www.dripcapital.com,5-Sep-24,Debt Financing,2025-04-14 03:26:39,18
Acuvity,3,0,http://www.acuvity.ai,5-Sep-24,Seed,2025-04-14 03:26:39,18
Portex,19,0,http://www.portexpro.com,5-Sep-24,Seed,2025-04-14 03:26:47,19
Agree.com,4,0,http://www.agree.com,5-Sep-24,Pre-Seed,2025-04-14 03:26:47,19
Fiddler AI,76,information technology & services,http://www.fiddler.ai,5-Sep-24,Venture - Series Unknown,2025-04-14 03:26:47,19
Cortex,130,information technology & services,http://www.cortex.io,4-Sep-24,Series C,2025-04-14 03:26:47,19
ArsenalBio,280,research,http://www.arsenalbio.com,4-Sep-24,Series C,2025-04-14 03:26:47,19
Ceres Imaging,66,information technology & services,http://www.ceres.ai,4-Sep-24,Series D,2025-04-14 03:26:47,19
Venova Medical,9,medical devices,http://www.venovamedical.com,4-Sep-24,Series B,2025-04-14 03:26:47,19
Climax Foods,39,food production,http://www.climax.bio,4-Sep-24,Debt Financing,2025-04-14 03:26:47,19
Flex,10,financial services,http://www.withflex.com,4-Sep-24,Seed,2025-04-14 03:26:47,19
Circle Pharma,70,research,http://www.circlepharma.com,3-Sep-24,Series D,2025-04-14 03:26:47,19
Segmed,46,hospital & health care,http://www.segmed.ai,3-Sep-24,Series A,2025-04-14 03:26:47,19
Linea Energy,32,0,http://www.lineaenergy.com,3-Sep-24,Debt Financing,2025-04-14 03:26:47,19
Gainful,63,"health, wellness & fitness",http://www.gainful.com,3-Sep-24,Series B,2025-04-14 03:26:47,19
Mintlify,12,information technology & services,http://www.mintlify.com,3-Sep-24,Series A,2025-04-14 03:26:47,19
Magic Lifescience,12,medical devices,http://www.magiclifescience.com,3-Sep-24,Grant,2025-04-14 03:26:47,19
Approveit,21,information technology & services,http://www.approveit.today,2-Sep-24,Seed,2025-04-14 03:26:47,19
Weeknd,5,0,http://www.weekndsocial.app,1-Sep-24,Seed,2025-04-14 03:26:47,19
Crafty Apes,370,entertainment,http://www.craftyapes.com,30-Aug-24,Debt Financing,2025-04-14 03:26:47,19
Codeium,81,information technology & services,http://www.codeium.com,29-Aug-24,Series C,2025-04-14 03:26:47,19
MIRIS,26,online media,http://www.miris.com,29-Aug-24,Seed,2025-04-14 03:26:47,19
nOps,120,information technology & services,http://www.nops.io,28-Aug-24,Series A,2025-04-14 03:26:55,20
Uplift Labs,24,information technology & services,http://www.uplift.ai,28-Aug-24,Seed,2025-04-14 03:26:55,20
Opus Clip,54,information technology & services,http://www.opus.pro,28-Aug-24,Series A,2025-04-14 03:26:55,20
Bland AI,11,telecommunications,http://www.bland.ai,28-Aug-24,Series A,2025-04-14 03:26:55,20
Noetik,22,research,http://www.noetik.ai,28-Aug-24,Series A,2025-04-14 03:26:55,20
Inventive AI,10,0,http://www.inventive.ai,28-Aug-24,Seed,2025-04-14 03:26:55,20
Linker Finance,14,financial services,http://www.linkerfinance.com,27-Aug-24,Seed,2025-04-14 03:26:55,20
ProhostAI,2,0,http://www.prohost.ai,27-Aug-24,Pre-Seed,2025-04-14 03:26:55,20
Cribl,790,information technology & services,http://www.cribl.io,27-Aug-24,Series E,2025-04-14 03:26:55,20
Gameplay Galaxy,57,computer games,http://www.gameplaygalaxy.com,27-Aug-24,Seed,2025-04-14 03:26:55,20
Spire Global,560,information services,http://www.spire.com,27-Aug-24,Grant,2025-04-14 03:26:55,20
Fleet,69,information technology & services,http://www.movewithfleet.com,27-Aug-24,Seed,2025-04-14 03:26:55,20
just words,7,information technology & services,http://www.justwords.ai,27-Aug-24,Seed,2025-04-14 03:26:55,20
Planera,22,0,http://www.planera.io,27-Aug-24,Series A,2025-04-14 03:26:55,20
Clearway Energy Group,760,utilities,http://www.clearwayenergygroup.com,26-Aug-24,Debt Financing,2025-04-14 03:26:55,20
Tavoro,3,information technology & services,http://www.tavoro.com,26-Aug-24,Seed,2025-04-14 03:26:55,20
Accession Risk Management Group,26,insurance,http://www.accessionrmg.com,22-Aug-24,Debt Financing,2025-04-14 03:26:55,20
Openwater,30,medical devices,http://www.openwater.health,22-Aug-24,Venture - Series Unknown,2025-04-14 03:26:55,20
Scale AI,4100,information technology & services,http://www.scale.com,21-Aug-24,Series C,2025-04-14 03:26:55,20
Kodiak Robotics,210,information technology & services,http://www.kodiak.ai,21-Aug-24,Series C,2025-04-14 03:26:55,20
Qualified Digital,58,marketing & advertising,http://www.qualifiedigital.com,21-Aug-24,Private Equity,2025-04-14 03:27:03,21
Skyfire Systems,3,financial services,http://www.skyfire.xyz,21-Aug-24,Seed,2025-04-14 03:27:03,21
XII Medical,27,medical devices,http://www.xiimedical.com,21-Aug-24,Series B,2025-04-14 03:27:03,21
Piramidal,6,information technology & services,http://www.piramidal.ai,21-Aug-24,Seed,2025-04-14 03:27:03,21
Lettuce Financial,15,financial services,http://www.lettuce.co,21-Aug-24,Series A,2025-04-14 03:27:03,21
Enteligent,24,semiconductors,http://www.enteligent.com,20-Aug-24,Seed,2025-04-14 03:27:03,21
Starpath Robotics,15,aviation & aerospace,http://www.starpath.space,20-Aug-24,Seed,2025-04-14 03:27:03,21
Kubiya.ai,23,information technology & services,http://www.kubiya.ai,20-Aug-24,Seed,2025-04-14 03:27:03,21
Marathon Fusion,10,0,http://www.marathonfusion.com,20-Aug-24,Grant,2025-04-14 03:27:03,21
Pangeam Inc.,12,information technology & services,http://www.pangeam.com,20-Aug-24,Seed,2025-04-14 03:27:03,21
Eppo,64,information technology & services,http://www.geteppo.com,20-Aug-24,Series B,2025-04-14 03:27:03,21
Fortera,85,mechanical or industrial engineering,http://www.forteraglobal.com,20-Aug-24,Series C,2025-04-14 03:27:03,21
Exin Health,10,hospital & health care,http://www.exinhealth.ai,19-Aug-24,Seed,2025-04-14 03:27:03,21
Fabric Cryptography,45,computer hardware,http://www.fabriccryptography.com,19-Aug-24,Series A,2025-04-14 03:27:03,21
Ensemble AI,7,information technology & services,http://www.ensemblecore.ai,15-Aug-24,Seed,2025-04-14 03:27:03,21
Era Finance,10,financial services,http://www.era.app,15-Aug-24,Venture - Series Unknown,2025-04-14 03:27:03,21
Kiteworks,250,information technology & services,http://www.kiteworks.com,14-Aug-24,Private Equity,2025-04-14 03:27:03,21
nunu.ai,3,0,http://www.nunu.ai,14-Aug-24,Pre-Seed,2025-04-14 03:27:03,21
Moximed,51,medical devices,http://www.moximed.com,13-Aug-24,Series D,2025-04-14 03:27:03,21
Guidewheel,56,information technology & services,http://www.guidewheel.com,13-Aug-24,Series B,2025-04-14 03:27:03,21
Cision Vision,9,medical devices,http://www.cisionvision.com,13-Aug-24,Grant,2025-04-14 03:27:11,22
PayZen,68,information technology & services,http://www.payzen.com,13-Aug-24,Debt Financing,2025-04-14 03:27:11,22
Voltera,84,0,http://www.volterapower.com,13-Aug-24,Debt Financing,2025-04-14 03:27:11,22
"HeatMap, Inc",25,0,http://www.heatmap.com,13-Aug-24,Seed,2025-04-14 03:27:11,22
Cosine,9,information technology & services,http://www.cosine.sh,12-Aug-24,Seed,2025-04-14 03:27:11,22
DevRev,450,information technology & services,http://www.devrev.ai,9-Aug-24,Series A,2025-04-14 03:27:11,22
Double,7,financial services,http://www.double.finance,9-Aug-24,Seed,2025-04-14 03:27:11,22
Brisk Teaching,18,education management,http://www.briskteaching.com,9-Aug-24,Venture - Series Unknown,2025-04-14 03:27:11,22
Feeling Great,28,mental health care,http://www.feelinggreat.com,8-Aug-24,Seed,2025-04-14 03:27:11,22
Reforged Labs,14,information technology & services,http://www.reforgedlabs.com,8-Aug-24,Seed,2025-04-14 03:27:11,22
Opal,21,electrical/electronic manufacturing,http://www.opalcamera.com,8-Aug-24,Series B,2025-04-14 03:27:11,22
Switchback Systems,12,research,http://www.switchbacksys.com,8-Aug-24,Venture - Series Unknown,2025-04-14 03:27:11,22
Bardeen,40,information technology & services,http://www.bardeen.ai,8-Aug-24,Venture - Series Unknown,2025-04-14 03:27:11,22
Bryte,74,electrical/electronic manufacturing,http://www.bryte.com,8-Aug-24,Venture - Series Unknown,2025-04-14 03:27:11,22
Ionetix,63,pharmaceuticals,http://www.ionetix.com,7-Aug-24,Venture - Series Unknown,2025-04-14 03:27:11,22
Anjuna,47,computer & network security,http://www.anjuna.io,7-Aug-24,Series B,2025-04-14 03:27:11,22
Flow,120,financial services,http://www.flowinc.com,7-Aug-24,Venture - Series Unknown,2025-04-14 03:27:11,22
Napkin AI,9,information technology & services,http://www.napkin.ai,7-Aug-24,Seed,2025-04-14 03:27:11,22
Datch,36,information technology & services,http://www.datch.io,7-Aug-24,Series A,2025-04-14 03:27:11,22
Greptime,18,0,http://www.greptime.com,7-Aug-24,Series A,2025-04-14 03:27:11,22
Sundial,58,information technology & services,http://www.sundial.so,6-Aug-24,Venture - Series Unknown,2025-04-14 03:27:18,23
Mechanical Orchard,85,information technology & services,http://www.mechanical-orchard.com,6-Aug-24,Series B,2025-04-14 03:27:18,23
MentalHappy,10,"health, wellness & fitness",http://www.mentalhappy.com,6-Aug-24,Venture - Series Unknown,2025-04-14 03:27:18,23
Abnormal Security,780,computer & network security,http://www.abnormalsecurity.com,6-Aug-24,Series D,2025-04-14 03:27:18,23
Climatize,12,financial services,http://www.climatize.earth,6-Aug-24,Pre-Seed,2025-04-14 03:27:18,23
Shinobi Therapeutics,22,research,http://www.shinobitx.com,6-Aug-24,Series A,2025-04-14 03:27:18,23
Curio Research,4,computer games,http://www.curio.gg,6-Aug-24,Seed,2025-04-14 03:27:18,23
Muon Space,92,aviation & aerospace,http://www.muonspace.com,5-Aug-24,Series B,2025-04-14 03:27:18,23
Groq,290,semiconductors,http://www.groq.com,5-Aug-24,Series D,2025-04-14 03:27:18,23
AutoComplete,33,insurance,http://www.autocomplete.io,5-Aug-24,Seed,2025-04-14 03:27:19,23
Solarcycle,65,0,http://www.solarcycle.us,1-Aug-24,Venture - Series Unknown,2025-04-14 03:27:19,23
Hedra,13,media production,http://www.hedra.com,1-Aug-24,Seed,2025-04-14 03:27:19,23
Skillfully,39,information technology & services,http://www.skillful.ly,1-Aug-24,Seed,2025-04-14 03:27:19,23
Global Predictions,8,financial services,http://www.globalpredictions.com,1-Aug-24,Seed,2025-04-14 03:27:19,23
Tezi,8,information technology & services,http://www.tezi.ai,31-Jul-24,Seed,2025-04-14 03:27:19,23
Thumbtack,1500,information technology & services,http://www.thumbtack.com,31-Jul-24,Debt Financing,2025-04-14 03:27:19,23
Swords to Plowshares,240,nonprofit organization management,http://www.swords-to-plowshares.org,31-Jul-24,Grant,2025-04-14 03:27:19,23
Ema,47,information technology & services,http://www.ema.co,31-Jul-24,Series A,2025-04-14 03:27:19,23
Endari,0,computer & network security,http://www.endari.com,31-Jul-24,Seed,2025-04-14 03:27:19,23
Streamkap,12,information technology & services,http://www.streamkap.com,31-Jul-24,Seed,2025-04-14 03:27:19,23
Rhombus Systems,200,information technology & services,http://www.rhombus.com,30-Jul-24,Series C,2025-04-14 03:27:26,24
Credo AI,47,information technology & services,http://www.credo.ai,30-Jul-24,Series B,2025-04-14 03:27:26,24
Montara Therapeutics,5,research,http://www.montaratx.com,30-Jul-24,Seed,2025-04-14 03:27:26,24
Haus,110,information technology & services,http://www.haus.io,30-Jul-24,Venture - Series Unknown,2025-04-14 03:27:26,24
Sybill AI,43,information technology & services,http://www.sybill.ai,30-Jul-24,Series A,2025-04-14 03:27:26,24
Aviato,14,0,http://www.aviato.co,30-Jul-24,Seed,2025-04-14 03:27:26,24
LTZ Therapeutics,28,research,http://www.ltztherapeutics.com,30-Jul-24,Series A,2025-04-14 03:27:26,24
unspun,58,apparel & fashion,http://www.unspun.io,29-Jul-24,Series B,2025-04-14 03:27:26,24
OnSight,24,semiconductors,http://www.onsightops.com,29-Jul-24,Venture - Series Unknown,2025-04-14 03:27:26,24
Rillet,22,information technology & services,http://www.rillet.com,29-Jul-24,Venture - Series Unknown,2025-04-14 03:27:26,24
ReviR Therapeutics,25,research,http://www.revirtx.com,26-Jul-24,Series A,2025-04-14 03:27:26,24
Cowbell,270,insurance,http://www.cowbell.insure,26-Jul-24,Series C,2025-04-14 03:27:26,24
Imperative Care,300,medical devices,http://www.imperativecare.com,25-Jul-24,Series E,2025-04-14 03:27:26,24
IntelePeer,290,information technology & services,http://www.intelepeer.com,25-Jul-24,Venture - Series Unknown,2025-04-14 03:27:26,24
EtherWhere,5,telecommunications,http://www.etherwhere.com,25-Jul-24,Venture - Series Unknown,2025-04-14 03:27:26,24
InnerPlant,45,research,http://www.innerplant.com,25-Jul-24,Series B,2025-04-14 03:27:26,24
Vanta,580,information technology & services,http://www.vanta.com,24-Jul-24,Series C,2025-04-14 03:27:26,24
Recurrent Energy,730,environmental services,http://www.recurrentenergy.com,24-Jul-24,Debt Financing,2025-04-14 03:27:26,24
Dazz,140,computer & network security,http://www.dazz.io,24-Jul-24,Venture - Series Unknown,2025-04-14 03:27:26,24
Sound Health,8,medical devices,http://www.soundhealth.life,24-Jul-24,Seed,2025-04-14 03:27:26,24
Hume Supernatural,15,"health, wellness & fitness",http://www.humesupernatural.com,24-Jul-24,Seed,2025-04-14 03:27:34,25
Blumen Systems,14,0,http://www.blumensystems.com,24-Jul-24,Venture - Series Unknown,2025-04-14 03:27:34,25
Lakera AI,49,information technology & services,http://www.lakera.ai,24-Jul-24,Series A,2025-04-14 03:27:34,25
Astranis,380,aviation & aerospace,http://www.astranis.com,24-Jul-24,Series D,2025-04-14 03:27:34,25
Joy,13,individual & family services,http://www.joy.co,24-Jul-24,Seed,2025-04-14 03:27:34,25
Caldera,11,information technology & services,http://www.caldera.xyz,24-Jul-24,Series A,2025-04-14 03:27:34,25
IncellDx,21,research,http://www.incelldx.com,23-Jul-24,Venture - Series Unknown,2025-04-14 03:27:34,25
Powder,10,0,http://www.powderfi.com,23-Jul-24,Seed,2025-04-14 03:27:34,25
Harvey,210,information technology & services,http://www.harvey.ai,23-Jul-24,Series C,2025-04-14 03:27:34,25
Placer.ai,890,information technology & services,http://www.placer.ai,23-Jul-24,Venture - Series Unknown,2025-04-14 03:27:34,25
Momentum,58,information technology & services,http://www.momentum.io,23-Jul-24,Series A,2025-04-14 03:27:34,25
SirenOpt,18,semiconductors,http://www.sirenopt.com,23-Jul-24,Seed,2025-04-14 03:27:34,25
Uplimit,69,information technology & services,http://www.uplimit.com,23-Jul-24,Series A,2025-04-14 03:27:34,25
Mytra,83,machinery,http://www.mytra.ai,23-Jul-24,Series B,2025-04-14 03:27:34,25
Level AI,160,information technology & services,http://www.thelevel.ai,23-Jul-24,Series C,2025-04-14 03:27:34,25
Alixia,5,research,http://www.alixia.com,23-Jul-24,Seed,2025-04-14 03:27:34,25
"Elly Analytics, Inc.",30,information technology & services,http://www.ellyanalytics.com,22-Jul-24,Seed,2025-04-14 03:27:34,25
Noded Ai,3,information technology & services,http://www.noded.so,22-Jul-24,Seed,2025-04-14 03:27:34,25
EdgeRunner AI,12,research,http://www.edgerunnerai.com,18-Jul-24,Seed,2025-04-14 03:27:34,25
Arrcus,160,computer networking,http://www.arrcus.com,18-Jul-24,Venture - Series Unknown,2025-04-14 03:27:34,25
Juno,23,insurance,http://www.junokids.com,18-Jul-24,Series A,2025-04-14 03:27:43,26
d.light,980,semiconductors,http://www.dlight.com,17-Jul-24,Debt Financing,2025-04-14 03:27:43,26
Human Interest,760,financial services,http://www.humaninterest.com,17-Jul-24,Venture - Series Unknown,2025-04-14 03:27:43,26
Caltech,5300,research,http://www.caltech.edu,17-Jul-24,Grant,2025-04-14 03:27:43,26
NGM Biopharmaceuticals,170,research,http://www.ngmbio.com,17-Jul-24,Series A,2025-04-14 03:27:43,26
aiXplain,49,information technology & services,http://www.aixplain.com,17-Jul-24,Series A,2025-04-14 03:27:43,26
Ohlone College,880,higher education,http://www.ohlone.edu,17-Jul-24,Grant,2025-04-14 03:27:43,26
Slope,37,information technology & services,http://www.slopepay.com,17-Jul-24,Debt Financing,2025-04-14 03:27:43,26
Matera,1200,information technology & services,http://www.matera.com,17-Jul-24,Private Equity,2025-04-14 03:27:43,26
Solideon,8,aviation & aerospace,http://www.solideon.com,17-Jul-24,Pre-Seed,2025-04-14 03:27:43,26
Vectara,66,information technology & services,http://www.vectara.com,16-Jul-24,Series A,2025-04-14 03:27:43,26
Tekion,2500,information technology & services,http://www.tekion.com,16-Jul-24,Venture - Series Unknown,2025-04-14 03:27:43,26
The San Francisco Compute Company,8,0,http://www.sfcompute.com,16-Jul-24,Venture - Series Unknown,2025-04-14 03:27:43,26
DreamBig Semiconductor,160,semiconductors,http://www.dreambigsemi.com,16-Jul-24,Series B,2025-04-14 03:27:43,26
Echo Chunk AI,1,0,http://www.echochunk.com,16-Jul-24,Pre-Seed,2025-04-14 03:27:43,26
Botrista Technology,200,food & beverages,http://www.botrista.com,16-Jul-24,Series C,2025-04-14 03:27:43,26
Dusk,2,internet,http://www.dusk.gg,16-Jul-24,Venture - Series Unknown,2025-04-14 03:27:43,26
Sphere Technology Holdings,29,information technology & services,http://www.sphere.tech,15-Jul-24,Venture - Series Unknown,2025-04-14 03:27:43,26
Halo Industries,60,semiconductors,http://www.halo-industries.com,15-Jul-24,Series B,2025-04-14 03:27:43,26
NeuSpera Medical,43,medical devices,http://www.neuspera.com,15-Jul-24,Series D,2025-04-14 03:27:43,26
Metabase Q,97,computer & network security,http://www.metabaseq.com,15-Jul-24,Venture - Series Unknown,2025-04-14 03:27:51,27
