Employbl Company ID,Company Name,Website,Address 1,City,State,Zip,Latitude,Longitude,Company Description,Thumbnail URL,source_file
101,BlueVine,bluevine.com,401 Warren St #300,Redwood City,CA,94063.0,37.487126,-122.232107,"BlueVine gives small businesses a flexible line of credit to run their business or an advance on their invoices to meet payroll, buy supplies or grow.",,silicon-valley-companies.csv
104,Box,box.com,900 Jefferson Ave,Redwood City,CA,94063.0,37.48487,-122.229315,Box is changing how you manage content across your business from simple file sharing to building custom apps.,,silicon-valley-companies.csv
108,Branch,branch.io,1400 Seaport Blvd,Redwood City,CA,94063.0,37.51365,-122.199525,"Increase mobile revenue with enterprise-grade links built to acquire, engage, and measure across all devices, channels, and platforms.",,silicon-valley-companies.csv
990,Bright Capital,,3000 Sand Hill Road Building 2,Menlo Park,CA,94025.0,37.42359,-122.221003,,,silicon-valley-companies.csv
843,Brillio,www.brillio.com,5201 Great America Pkwy,Santa Clara,CA,95054.0,37.406306,-121.976493,We help businesses define digital transformation objectives and turn them into actionable market strategies.,,silicon-valley-companies.csv
116,Broadcom,www.broadcom.com,1320 Ridder Park Dr,San Jose,CA,95131.0,37.386135,-121.900328,"Broadcom Inc. (NASDAQ: AVGO) is a global technology leader that designs, develops and supplies semiconductor and infrastructure software solutions.",,silicon-valley-companies.csv
123,C3,c3.ai,1300 Seaport Blvd #500,Redwood City,CA,94063.0,37.513716,-122.201786,"C3 is a leading software provider for rapidly developing, deploying, and operating AI, predictive analytics, and IoT applications.",,silicon-valley-companies.csv
124,Cadence Design Systems,www.cadence.com,2655 Seely Ave,San Jose,CA,95134.0,37.396063,-121.919533,"Cadence is a leading EDA and System Design Enablement provider delivering tools, software, and IP to help you build great products that connect the world.",,silicon-valley-companies.csv
992,Canaan Partners,,2765 Sand Hill Road,Menlo Park,CA,94025.0,37.419687,-122.209616,,,silicon-valley-companies.csv
132,Carbon,carbon3d.com,1089 Mills Way,Redwood City,CA,94063.0,37.487369,-122.209545,Carbon is revolutionizing 3D printing and manufacturing with breakthrough technologies that enable the creation of end use parts with unique properties.,,silicon-valley-companies.csv
135,Carta,carta.com,195 Page Mill Rd Suite 101,Palo Alto,CA,94306.0,37.426587,-122.138655,"Carta (formerly eShares) is an ownership and equity management platform trusted by thousands of founders, investors, and employees.",,silicon-valley-companies.csv
993,Charles River Ventures,,2882 Sand Hill Road,Menlo Park,CA,94025.0,37.421968,-122.214066,,,silicon-valley-companies.csv
144,Chegg,www.chegg.com,3990 Freedom Cir,Santa Clara,CA,95054.0,37.388454,-121.972382,"Get step-by-step Textbook Solutions for your hard classes or connect with an online tutor instantly. As always, save up to 90% on textbook rentals.",,silicon-valley-companies.csv
921,CipherCloud,ciphercloud.com,333 W San Carlos St,San Jose,CA,95110.0,37.328862,-121.893598,"CipherCloud is a cloud security software company based in San Jose, California. The company enables businesses to adopt cloud services while ensuring data security and regulatory compliance.",,silicon-valley-companies.csv
922,Cisco,cisco.com,3605 Cisco Way,San Jose,CA,95134.0,37.408175,-121.928128,"Cisco (NASDAQ: CSCO) enables people to make powerful connections--whether in business, education, philanthropy, or creativity. Cisco hardware, software, and service offerings are used to create the Internet solutions that make networks possible--providing easy access to information anywhere, at any time. ",,silicon-valley-companies.csv
150,Clara Analytics,www.claraanalytics.com,451 El Camino Real #201,Santa Clara,CA,95050.0,37.35087,-121.932689,Reducing Workers' Compensation Medical Costs through Actionable AI.,,silicon-valley-companies.csv
159,Cloudbees,www.cloudbees.com,2001 Gateway Pl #670W,San Jose,CA,95110.0,37.369715,-121.922733,We’re Building the World’s First End-to-End Continuous Software Delivery System,,silicon-valley-companies.csv
163,Clover Network,clover.com,415 N Mathilda Ave,Sunnyvale,CA,94085.0,37.386705,-122.03198,"Clover designs smart, customized point of sale devices that make running your business easier & accepting payments from customers seamless.",,silicon-valley-companies.csv
168,Codexis,codexis.com,400 Penobscot Dr,Redwood City,CA,94063.0,37.500281,-122.216549,Codexis is a leading protein engineering company that applies its technology to the development of biocatalysts for commercial manufacture of pharmaceuticals,,silicon-valley-companies.csv
871,ColorTokens,colortokens.com,2101 Tasman Dr Suite 201,Santa Clara,CA,95054.0,37.409514,-121.961797,"Built from the ground up for zero trust, the ColorTokens cloud-delivered platform offers a new-generation of proactive security that simplifies and streamlines protection and compliance for cloud workloads, applications, and endpoints",,silicon-valley-companies.csv
997,Columbus Nova,,3000 Sand Hill Road Building 3 Suite 190,Menlo Park,CA,94025.0,37.42359,-122.221003,,,silicon-valley-companies.csv
821,CommonGenius,commongenius.com,75 E Santa Clara St,San Jose,CA,95113.0,37.337119,-121.889391,"Meet 1-on-1 with top executives, investors, life coaches, technologists, best selling authors, influencers, and so much more. Invest in yourself and your success.",,silicon-valley-companies.csv
1116,Confident Cannabis,confidentcannabis.com,,,,,0.0,0.0,"Confident Cannabis software simplifies testing and wholesale trade to help legal operators test, buy and sell compliant cannabis.",,silicon-valley-companies.csv
1117,Course Hero,www.coursehero.com,2000 Seaport Blvd,Redwood City,CA,94063.0,37.510734,-122.203471,"Instant access to millions of Study Resources, Course Notes, Test Prep, 24/7 Homework Help, Tutors, and more. Learn, teach, and study with Course Hero.",,silicon-valley-companies.csv
179,Coursera,www.coursera.org,381 E Evelyn Ave,Mountain View,CA,94041.0,37.386873,-122.060787,"Choose your #CourseToSuccess! Learn online and earn valuable credentials from top universities like Yale, Michigan, Stanford",,silicon-valley-companies.csv
180,Cradlepoint,cradlepoint.com,718 University Ave Suite 200,Los Gatos,CA,95032.0,37.236957,-121.975021,"Founded in 2006, Cradlepoint has grown to become the industry leader in cloud-delivered 4G LTE network solutions for business, service provider, and government organizations, and we are committed to extending our leadership into the emerging 5G space.",,silicon-valley-companies.csv
873,Crossover Hub,crossoverhub.com,42514 Albrae St,Fremont,CA,94538.0,37.508858,-121.970526,"Freshly established in 2018, Crossover Hub is an incubator for pioneering and edge-cutting ideas and minds.
The hub offers co-working space and operational supports to entrepreneurs and early stage companies,
from starting up to scaling up.",,silicon-valley-companies.csv
925,DataStax,datastax.com,3975 Freedom Cir,Santa Clara,CA,95054.0,37.387153,-121.973883,"DataStax is an experienced partner in on-premises, hybrid, and multi-cloud deployments and offers a suite of distributed data management products and cloud services. We make it easy for enterprises to deliver killer apps that crush the competition. ",,silicon-valley-companies.csv
196,Datavisor,datavisor.com,967 N Shoreline Blvd,Mountain View,CA,94043.0,37.407728,-122.077488,"Predict novel, evolving attacks with Unsupervised Machine Learning.",,silicon-valley-companies.csv
874,Datrium,datrium.com,385 Moffett Park Dr #205,Sunnyvale,CA,94089.0,37.40639,-122.016012,"Datrium Does Disaster Recovery and Disaggregated HCI Right.
Get a single powerful platform with solutions for hybrid cloud, private cloud, and on-premises data centers",,silicon-valley-companies.csv
999,DCM Ventures,,2420 Sand Hill Road,Menlo Park,CA,94025.0,37.422643,-122.203958,,,silicon-valley-companies.csv
927,Delphix,delphix.com,1400 Seaport Blvd,Redwood City,CA,94063.0,37.513745,-122.199786,Deliver winning applications with compliant data that can be versioned on demand—across clouds.,,silicon-valley-companies.csv
825,DiDi Labs,didi-labs.com,450 National Ave,Mountain View,CA,94043.0,37.40184,-122.052942,"DiDi Labs is developing advanced technologies to power our vision of the future: an open, efficient, collaborative, and sustainable transportation ecosystem.",,silicon-valley-companies.csv
844,Diffbot,www.diffbot.com,333 Ravenswood Ave,Menlo Park,CA,94025.0,37.457562,-122.176536,Tap into accurate data from a single page or the entire web with Diffbot AI.,,silicon-valley-companies.csv
208,DNAnexus,dnanexusconnect.com,1975 W El Camino Real #204,Mountain View,CA,94040.0,37.393674,-122.099278,"DNAnexus, a cloud-based genome informatics & data management platform, is accelerating genomic medicine by making it easier to work with genomic data",,silicon-valley-companies.csv
1058,Dokkio,dokkio.com,1 Waters Park Dr #103,San Mateo,CA,94403.0,37.551425,-122.291173,"Dokkio gives your team an intelligent way to organize, find, understand, and collaborate on the files your team uploads and shares. When connected to Dropbox, Google Drive, Gmail, Slack, or Box, Dokkio automatically",,silicon-valley-companies.csv
1001,Draper Fisher Jurvetson,,2882 Sand Hill Road,Menlo Park,CA,94025.0,37.421968,-122.214066,,,silicon-valley-companies.csv
221,eBay,www.ebay.com,2025 Hamilton Ave,San Jose,CA,95125.0,37.295145,-121.926111,"Buy and sell electronics, cars, fashion apparel, collectibles, sporting goods, digital cameras, baby items, coupons, and everything else on eBay",,silicon-valley-companies.csv
930,Egnyte,egnyte.com,1350 W Middlefield Rd,Mountain View,CA,94043.0,37.409204,-122.083073,"Egnyte is a company that provides software for enterprise file synchronization and sharing. The technology can store files in a company's existing data repository, as well as cloud computing storage",,silicon-valley-companies.csv
931,Elastic,elastic.co,800 W El Camino Real,Mountain View,CA,94040.0,37.386495,-122.084129,"We're the creators of the Elastic (ELK) Stack -- Elasticsearch, Kibana, Beats, and Logstash.",https://i.imgur.com/yYMGZRc.png,silicon-valley-companies.csv
225,Electronic Arts,ea.com,209 Redwood Shores Pkwy,Redwood City,CA,94065.0,37.52328,-122.254142,"We exist to inspire the world through Play. Electronic Arts is a leading publisher of games on Console, PC and Mobile.",,silicon-valley-companies.csv
932,EMC Data Domain,emc.com,2421 Mission College Blvd,Santa Clara,CA,95054.0,37.39035,-121.970629,"Dell EMC Data Domain is Dell EMC’s data deduplication storage system. Development began with the founding of Data Domain, and has continued since that company’s acquisition by EMC Corporation",,silicon-valley-companies.csv
234,Equinix,equinix.com,1 Lagoon Dr,Redwood City,CA,94065.0,37.527344,-122.261179,"Equinix is the world's largest IBX data center & colocation provider, offering the fastest application performance, lowest latency routes worldwide",,silicon-valley-companies.csv
238,Evernote,evernote.com,305 Walnut St,Redwood City,CA,94063.0,37.49209,-122.222378,"Evernote helps you capture and prioritize ideas, projects, and to-do lists, so nothing falls through the cracks.",,silicon-valley-companies.csv
243,Facebook,www.facebook.com,1 Hacker Way,Menlo Park,CA,94025.0,37.484377,-122.148304,"Create an account or log into Facebook. Connect with friends, family and other people you know. Share photos and videos, send messages and get updates.",,silicon-valley-companies.csv
245,Fanatics,fanatics.com,1 Franklin Pkwy,San Mateo,CA,94403.0,37.542249,-122.293545,"Fanatics.com is the ultimate sports apparel and Fan Gear Store. Our sports store features Football Jerseys, T-shirts, Hats and more for NFL, MLB, NBA, NHL",,silicon-valley-companies.csv
845,FileMaker,www.filemaker.com,5201 Patrick Henry Dr,Santa Clara,CA,95054.0,37.406436,-121.983479,Discover how you can use the FileMaker Platform to create innovative custom apps for your workplace.,,silicon-valley-companies.csv
933,Flipboard,about.flipboard.com,735 Emerson St,Palo Alto,CA,94301.0,37.442773,-122.159474,"Flipboard is a news aggregator and social network aggregation company based in Palo Alto, California, with offices in New York, Vancouver and Bejiing. Its software, also known as Flipboard, was first released in July 2010",,silicon-valley-companies.csv
1079,Forcepoint,forcepoint.com,983 University Ave # A,Los Gatos,CA,95032.0,37.249966,-121.967384,Forcepoint is the human-centric cybersecurity company that understands behavior and adapts security response and enforcement to risk. The Forcepoint Human Point platform delivers Risk-Adaptive Protection to continuously ensure trusted use of critical data and systems.,,silicon-valley-companies.csv
266,Gainsight,gainsight.com,1400 Bridge Pkwy #101,Redwood City,CA,94065.0,37.535116,-122.258255,"Gainsight's Customer Success Software empowers companies to increase revenue, decrease customer churn, and drive advocacy.",,silicon-valley-companies.csv
268,GarageScript,garagescript.org,490 W San Carlos St,San Jose,CA,95110.0,37.325786,-121.898008,We are a nonprofit public benefit organization dedicated to helping and training people who are pursuing a career as a software engineer.,,silicon-valley-companies.csv
271,GenapSys,genapsys.com,200 Cardinal Way,Redwood City,CA,94063.0,37.50446,-122.219206,"We live at the whim of the molecular world. Untapped molecular information is all around us: in the cells in our body, the food we eat, the land we inhabit",,silicon-valley-companies.csv
273,Genomic Health,genomichealth.com,301 Penobscot Dr,Redwood City,CA,94063.0,37.498897,-122.218145,"Learn more about Genomic Health's life changing work, transforming treatment decisions and outcomes in cancer delivering clinically actionable diagnostics",,silicon-valley-companies.csv
1004,GGV Capital,,2494 Sand Hill Road,Menlo Park,CA,94025.0,37.422068,-122.203026,,,silicon-valley-companies.csv
1005,GI Partners,,2180 Sand Hill Road,Menlo Park,CA,94025.0,37.423064,-122.198505,,,silicon-valley-companies.csv
935,Gigya,gigya.com,2513 E Charleston Rd,Palo Alto,CA,94303.0,37.421046,-122.098583,"(acquired by SAP) Gigya offers an identity management platform for businesses which includes products for customized registration, social login, user profile and preference management, user engagement and loyalty, and integrations with third-party marketing and services platforms.",,silicon-valley-companies.csv
936,Globalfoundries,globalfoundries.com,2600 Great America Way,Santa Clara,CA,95054.0,37.415293,-121.974448,GLOBALFOUNDRIES Delivers Industry's First Production-ready eMRAM on 22FDX Platform for IoT and Automotive Applications,,silicon-valley-companies.csv
1128,GoFundMe,www.gofundme.com,855 Jefferson Ave,Redwood City,CA,94063.0,37.485529,-122.227764,GoFundMe: The most trusted free online fundraiser platform. Start a crowdfunding campaign on the site with over $5 Billion Raised.,,silicon-valley-companies.csv
284,Gong.io,www.gong.io,1200 Park Place Suite 100,San Mateo,CA,94403.0,37.546157,-122.290233,"Gong is conversation intelligence software for sales teams that uses AI to record, transcribe, and analyze sales conversations.",,silicon-valley-companies.csv
913,GoodRx,goodrx.com,577 2nd St Suite 103,San Francisco,CA,94107.0,37.782257,-122.392295,GoodRx helps Americans save on prescriptions.,,silicon-valley-companies.csv
288,Google,google.com,,Mountain View,CA,,37.386052,-122.083851,"Google LLC is an American multinational technology company that specializes in Internet-related services and products, which include online advertising technologies, search engine, cloud computing, software, and hardware. It is considered one of the Big Four technology companies, alongside Amazon, Apple and Facebook",,silicon-valley-companies.csv
1130,Green Bits,www.greenbits.com,75 E Santa Clara St,San Jose,CA,95113.0,37.337119,-121.889391,Our mission is to empower you with the essential retail management solutions you need to grow your business with ease.,,silicon-valley-companies.csv
292,Greenfield Labs,greenfieldlabs.com,3251 Hillview Ave,Palo Alto,CA,94304.0,37.408727,-122.14585,Greenfield Labs was created by Ford to explore the future of mobility through human-centered design.,,silicon-valley-companies.csv
1007,Greylock Partners,greylock.com,2250 Sand Hill Road,Menlo Park,CA,94025.0,37.424218,-122.194856,We partner early with consumer and enterprise software entrepreneurs. Our mission is to help realize rare potential.,,silicon-valley-companies.csv
296,Groupon,groupon.com,2445 Augustine Dr,Santa Clara,CA,95054.0,37.382589,-121.96944,"Discover and save on 1000s of great deals at nearby restaurants, spas, things to do, shopping, travel and more.",,silicon-valley-companies.csv
1096,GSR Ventures,www.gsrventures.com,245 Lytton Ave #350,Palo Alto,CA,94301.0,37.44598,-122.164006,"GSR Ventures is a premier global investment firm with $3 billion under management and consists of independently managed funds in China, US, and globally.",,silicon-valley-companies.csv
1094,GV,www.gv.com,,Mountain View,CA,,37.386052,-122.083851,GV provides venture capital funding to bold new companies.,,silicon-valley-companies.csv
1060,HackerRank,hackerrank.com,700 E El Camino Real #300,Mountain View,CA,94041.0,37.377584,-122.064086,"Join over 7 million developers. Practice coding, prepare for interviews, and get hired.",,silicon-valley-companies.csv
877,Harmonic,harmonicinc.com,4300 N 1st St,San Jose,CA,95134.0,37.421136,-121.961086,"Harmonic (NASDAQ: HLIT), the worldwide leader in video delivery technology and services, enables media companies and service providers to deliver ultra-high-quality broadcast and OTT video services to consumers globally.",,silicon-valley-companies.csv
829,Health Gorilla,healthgorilla.com,185 N Wolfe Rd,Sunnyvale,CA,94086.0,37.377107,-122.014039,"In partnership with some of the nation’s leading healthcare organizations, Health Gorilla has built the first Trusted Clinical Network",,silicon-valley-companies.csv
310,HeartFlow,heartflow.com,1400 Seaport Blvd,Redwood City,CA,94063.0,37.51365,-122.199525,The non-invasive HeartFlow Analysis uses data from a standard CT scan to create a 3D model of the coronary arteries & analyzes the impact blockages have,,silicon-valley-companies.csv
939,Hewlett Packard,hp.com,3000 Hanover St,Palo Alto,CA,94304.0,37.414562,-122.146289,"HP Inc. develops personal computers (PCs), printers and related supplies, as well as 3D printing solutions.",,silicon-valley-companies.csv
878,Hewlett-Packard Enterprise,hpe.com,6280 America Center Dr,San Jose,CA,95002.0,37.419235,-121.978859,"Technologies, Partners, Services and Financial Models to Help Your Business Thrive. Learn How HPE Can Help Ignite Innovation w/ Hybrid Cloud & Unleash the Power of Your Data. Intelligent Edge.",,silicon-valley-companies.csv
1009,Highland Capital Partners,,2420 Sand Hill Road Suite 300,Menlo Park,CA,94025.0,37.422643,-122.203958,,,silicon-valley-companies.csv
318,Hiretual,www.hiretual.com,2525 E Charleston Rd #104,Mountain View,CA,94043.0,37.421186,-122.098438,"Source Talent 10x Faster Find, Engage, and Pipeline the Right Candidates with AI",,silicon-valley-companies.csv
1061,Hivemapper,hivemapper.com,1801 Murchison Dr UNIT 128,Burlingame,CA,94010.0,37.593663,-122.388098,Hivemapper is a software product for building fresh maps that see changes in the physical world from nothing more than video.,,silicon-valley-companies.csv
940,Houzz,houzz.com,285 Hamilton Ave,Palo Alto,CA,94301.0,37.445099,-122.160735,"Houzz is the new way to design your home. Browse 20 million interior design photos, home decor, decorating ideas and home professionals online.",,silicon-valley-companies.csv
1087,IBM,ibm.com,555 Bailey Ave,San Jose,CA,95141.0,37.195907,-121.748586,For more than a century IBM has been dedicated to every client's success and to creating innovations that matter for the world.,,silicon-valley-companies.csv
336,Imperva,imperva.com,3400 Bridge Pkwy,Redwood City,CA,94065.0,37.537772,-122.25518,Imperva provides complete cyber security by protecting what really matters most—your data and applications—whether on-premises or in the cloud.,,silicon-valley-companies.csv
868,Incorta,incorta.com,2755 Campus Dr #350,San Mateo,CA,94403.0,37.536903,-122.324879,"Incorta aggregates large complex business data in real time, eliminating the need to reshape it. No Data Warehouse. No Transformations. Real-Time Insight.",,silicon-valley-companies.csv
941,Inflection.com,inflection.com,555 Twin Dolphin Dr,Redwood City,CA,94065.0,37.521019,-122.256482,Empowering Companies to Make Better and Faster People Decisions,,silicon-valley-companies.csv
1074,Infogain,infogain.com,485 Alberto Way #100,Los Gatos,CA,95032.0,37.229674,-121.971945,"Infogain is a Silicon Valley headquartered company with software platform engineering and deep domain expertise in the travel, retail, insurance and high technology industries. We accelerate the delivery of digital customer engagement systems using digital technologies such as cloud, microservices, robotic process automation and artificial intelligence to our clients.",,silicon-valley-companies.csv
342,Informatica,informatica.com,2100 Seaport Blvd,Redwood City,CA,94063.0,37.511302,-122.204801,"As the world's leader in enterprise cloud data management, we're prepared to help you intelligently lead—in any sector, category or niche.",,silicon-valley-companies.csv
1010,Institutional Venture Partners,,3000 Sand Hill Road,Menlo Park,CA,94025.0,37.42359,-122.221003,,,silicon-valley-companies.csv
942,Intel,intel.com,2200 Mission College Blvd,Santa Clara,CA,95054.0,37.387524,-121.96366,"Intel's innovation in cloud computing, data center, Internet of Things, and PC solutions is powering the smart and connected digital world we live in.",,silicon-valley-companies.csv
348,Intelliswift,intelliswift.com,39600 Balentine Dr #200,Newark,CA,94560.0,37.52388,-121.996495,"Intelliswift is a premier IT services and solutions company. We provide solutions on enterprise applications development, mobility, big data/Bl and cloud services.",,silicon-valley-companies.csv
1011,InterWest Partners,,2710 Sand Hill Road,Menlo Park,CA,94025.0,37.421583,-122.208924,,,silicon-valley-companies.csv
351,Intuit,www.intuit.com,2675 Coast Ave,Mountain View,CA,94043.0,37.431219,-122.097991,"Intuit Inc. is a business and financial software company that develops and sells financial, accounting, and tax preparation software and related services for small businesses, accountants, and individuals. The company is headquartered in Mountain View, California",,silicon-valley-companies.csv
353,Invoice2go,2go.com,2317 Broadway,Redwood City,CA,94063.0,37.486067,-122.230423,"Invoice2go is the world’s top selling invoicing app, with customers in more than 160 countries.",,silicon-valley-companies.csv
943,Jasper Wireless,jasper.com,189 S Bernardo Ave,Mountain View,CA,94043.0,37.38628,-122.051355,"Jasper, now part of Cisco, is an American corporation headquartered in Santa Clara, California that provides a cloud-based software platform for the Internet of Things and, more specifically, to enable product businesses to become IoT service businesses.",,silicon-valley-companies.csv
359,Jobvite,jobvite.com,1300 S El Camino Real,San Mateo,CA,94402.0,37.554714,-122.317245,"Jobvite is the leading best-of-breed recruiting software that helps thousands of companies source, hire, and onboard top talent.",,silicon-valley-companies.csv
945,Juniper Networks,juniper.net,1133 Innovation Way,Sunnyvale,CA,94089.0,37.407504,-122.029189,"Juniper Networks provides high-performance networking & cybersecurity solutions to service providers, enterprise companies & public sector organizations.",,silicon-valley-companies.csv
