uniqueid,business_id,certificate_number,owner,name,address,city,state,zip_code,dba_start_date,founded_date,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code_x,naic_code_description_x,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,supervisor_district,neighborhoods_analysis_boundaries,location,data_as_of,data_loaded_at,dba_end_date,location_end_date,lic,lic_code_description,lic_code_descriptions_list,administratively_closed,business_corridor,naic_code_y,naic_code_description_y,is_tech,name_contains_tech,data_source,source_file,company_name,founding_year
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Better Hairdays,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Angstrom Ai Inc.,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Innovatics Ai LLC,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Mobetta Entertainment,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Capernaum Ai, Inc.",2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Turner Auctions + Appraisals LLC,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Sandy Health Ai,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Sandy Ai,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Flare App Inc,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Kitchen Cabinet Public Affairs Group, Inc.",2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Slightly Straight Stud Construction,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Hair By Becca LLC,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Soulful Web Design Studio,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Maison Assist,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Precision Strength Training,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Mai Bodywork,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Ai System,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Leshchinskaia Music,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Advanced Data Sciences,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Appu Tattoos,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Rainbow Market And Deli,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Securus Technologies, LLC",2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Elearning Lair Corp,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Smarketing Technologies Corporation,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Gregory Training Center,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Mosaic Global Transportation,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Shannon Cairns,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Pretty Art Nail & Beauty Spa,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Mbh Residential Cleaning And Maintenance Services,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Lunarlanding.Ai,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Bamboo Nails,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Green Windows Repairs,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Hair Caffe Lab,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Gp Mobile Solutions LLC,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Sandpail Productions,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Adornment Painting Inc.,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,All Pro Painting Inc,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Kai Morgan,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Aiurion Inc.,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Perfect Star Heating & Air Conditioning,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Z & F Maintenance LLC,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Cloud N Books Pc,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Tacos El Shaddai,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Erica Maissy,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,The Ai Receptionist Agency,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Yeji Cuts Hair,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Ai Receptionist Agency,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Flenser Entertainment Rights,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Quantum Energy Services & Technologies, Inc.",2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Escobar Pro Painting Corp,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Queue Happy Inspirations,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Rous Maintenance Services LLC,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,New Image Hairstyling,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Fairbrook,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Happy Tots Sf Daycare,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Artist Liaison Agency,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Bay Area Mobile Diagnostics,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Gaines Event Staffing,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Amine Jemai,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Forte Fintech,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Forte Fintech LLC,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,A1 Bright Maid,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Jairo A Medina Mayorga,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Aiherbs Inc,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Excellence Heating And Air,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Cloudcruise, Inc.",2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Rebecca Wraxall Hair,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Furry Friends Dog Training,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Lauren Elisa Face Painting,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Puzz.Ai,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Golden State Training, LLC",2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Tom Praisan,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Le Nain,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Appreciation Coffee,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Ees Nails,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,115 Moffitt Air Bnb,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Dodirty's Security And Maintenance,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Gateway Mountain Center,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Baytek Indoor Air Solutions,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Iz Painting,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Mindfulfairy Foundation,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Vroomdetail,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Lucidic Ai,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,1552 Haight Street,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,American School Of Emerging Technology,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Ridea Painting,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Haight Street Eyecare,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Paige Mclaughlin,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Fog City Detail,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Cooper Oates Air Conditioning, Inc.",2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Maison Eureka,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Air Sharks,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Kmosaic,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Memo's Painters LLC,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,High-Growth Digital,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Caldata Communications,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Sf House Of Nails Pierce Inc,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Laketech Solutions, Inc.",2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Hero Auto Detailing,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Alice Nails,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Patronus Ai,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Sf House Of Nails,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,581 Capp Street,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Wainaku Strategy Group,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"The Main Post, Inc",2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Said & Done Projects,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Running With Abigail LLC,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Weedn Public Affairs, LLC",2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Flagship Training Fidi,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Foundry Technologies, Inc.",2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,The Daisy Foundation,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Cloud95,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Yellow Orchid Nail Spa,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Chutikarn Sukmongkolchai,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Ligier Entertainment Inc.,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Go Technology Management, LLC",2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Leafair Construction Inc,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Wai Ahead LLC,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Tusk Ai, Inc.",2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Rebelretailers,2025.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Silver Apple LLC,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Top Hair Care LLC,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Nails 2001,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Data Sync Communication Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Brightwright-Techcomm LLC,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Bear Paws Training & Animal Communication,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Somo Ai Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Foam Ai,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Tri Valley Hvac LLC, Dba Aireserv Of Pleasanton",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Tetelestai Painting Corporation,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Cordata Healthcare Innovations, Inc.",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Ben Edmondson Building Maintenance Company,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Hi-Lite Airfield Services, LLC",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Par Apparel LLC,2024.0
